Period,Subsidiary,Transaction Number,Document Number,Reversal Of No.,Type,Name,Number,Display Name,Amount (Debit),Amount (Credit),Amount,Memo (Main),Memo,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Currency,Exchange Rate,Department,Created By,Auto Approved JE
Jul 2025,"SentinelOne, Inc.",CARDCHRG9454,161683752,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,048.18 ",0.00 ,"3,048.18 ",SeatGeek_Tickets,SeatGeek_Tickets,"3,048.18 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,SentinelOne CZ s.r.o. (USD),VENDBILL57021,VF25073,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,402.97 ,0.00 ,402.97 ,Coupa Invoice ID: 38279 - Karlínská Holka s.r.o.,EBC lunch in Prague office,"8,507.49 ",0.00 ,CZK,0.0473667,43600 Enterprise Sales - EMEA,-System-,
Jul 2025,SentinelOne CZ s.r.o. (USD),VENDBILL57021,VF25073,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,57.94 ,0.00 ,57.94 ,Coupa Invoice ID: 38279 - Karlínská Holka s.r.o.,EBC lunch in Prague office,"1,223.14 ",0.00 ,CZK,0.0473667,43600 Enterprise Sales - EMEA,-System-,
Jul 2025,SentinelOne CZ s.r.o. (USD),VENDBILL57021,VF25073,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,36.29 ,(36.29),Coupa Invoice ID: 38279 - Karlínská Holka s.r.o.,EBC lunch in Prague office,0.00 ,766.06 ,CZK,0.0473667,43600 Enterprise Sales - EMEA,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9459,161813052,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,599.65 ",0.00 ,"1,599.65 ",ANTHONY'S PARTY BUS,ANTHONY'S PARTY BUS,"1,599.65 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9464,161813060,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,632.61 ,0.00 ,632.61 ,CHICK-FIL-A #01134,CHICK-FIL-A #01134,632.61 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9478,161813043,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,48.29 ,0.00 ,48.29 ,IC* INSTACART,IC* INSTACART,48.29 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9479,161813045,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,408.53 ,0.00 ,408.53 ,LS RIVERWINDS GOLF,LS RIVERWINDS GOLF,408.53 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9481,161813047,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,86.63 ,0.00 ,86.63 ,IC* INSTACART,IC* INSTACART,86.63 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9483,161948740,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,205.32 ",0.00 ,"1,205.32 ",ALOFT AUSTIN SW F&B,ALOFT AUSTIN SW F&B,"1,205.32 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9524,162336914,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,266.00 ",0.00 ,"1,266.00 ",CHAMPIONS FOR CHILDREN,CHAMPIONS FOR CHILDREN,"1,266.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9526,162336903,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"8,062.50 ",0.00 ,"8,062.50 ",STRIPE- CITIZENS,STRIPE- CITIZENS,"8,062.50 ",0.00 ,USD,1,56000 Corporate Dev & Strategy,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9541,162473008,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,500.00 ",0.00 ,"3,500.00 ",IN *ARMORBLUE INC.,IN *ARMORBLUE INC.,"3,500.00 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9546,162473013,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9547,162473014,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9548,162473015,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9549,162473016,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL57247,2000013315,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"38,000.00 ",0.00 ,"38,000.00 ","Coupa Invoice ID: 38734 - Creative Group, Inc.","President's Club 2025 - Event Logistics Support - 3rd Deposit - May 28-31, 2025","38,000.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL57247,2000013315,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"15,513.00 ",0.00 ,"15,513.00 ","Coupa Invoice ID: 38734 - Creative Group, Inc.","President's Club 2025 - Event Logistics Support - Final Balance - May 28-31, 2025","15,513.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL57254,2000013316,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"11,309.12 ",0.00 ,"11,309.12 ","Coupa Invoice ID: 38704 - Creative Group, Inc.","President's Club 2025 - 90% Deposit Required for Transportation (DMC), Activities & CSR: Seeding the Future -May 28-31, 2025","11,309.12 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL57254,2000013316,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"20,234.35 ",0.00 ,"20,234.35 ","Coupa Invoice ID: 38704 - Creative Group, Inc.","President's Club 2025 - 10% Remaining balance for Transportation (DMC), Activities & CSR: Seeding the Future - May 28-31, 2025","20,234.35 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9583,162605118,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,103.20 ,0.00 ,103.20 ,PAYPAL *lakeviewpaxc,PAYPAL *lakeviewpaxc,103.20 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9584,162605119,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,040.00 ",0.00 ,"1,040.00 ",GUIDEPOINT SECURITY LL,GUIDEPOINT SECURITY LL,"1,040.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9595,162739768,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9596,162739769,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9597,162739770,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,562.50 ",0.00 ,"1,562.50 ",CHICAGO BOAT COMPANY,CHICAGO BOAT COMPANY,"1,562.50 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9615,162870999,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,993.31 ,0.00 ,993.31 ,TPC SCOTTSDALE TEE TIM,TPC SCOTTSDALE TEE TIM,993.31 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9616,162871008,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,213.36 ,0.00 ,213.36 ,W PHILDELPHIA FD,W PHILDELPHIA FD,213.36 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9618,162871000,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,999.00 ",0.00 ,"2,999.00 ",BLACK HAT USA,BLACK HAT USA,"2,999.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL57317,INV095348,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,616.72 ,0.00 ,616.72 ,Coupa Invoice ID: 38831 - GuidePoint Security LLC,Marketing Funds for Partner Happy Hour; Invoice #INV095348,616.72 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",JOURNAL128540,JE128540,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"20,000.00 ","(20,000.00)",Q2'26 Quarterly Sponsorship & Ticket Sales Reclass,SKO 2025 reclass to OPEX,0.00 ,"20,000.00 ",USD,1,40100 Sales Management,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129471,JE129471,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,"20,150.16 ",0.00 ,"20,150.16 ",Recording FY26'Q2 cost sharing cross charge to Lenovo for Naomi Harris,Recording FY26'Q2 cost sharing cross charge to Lenovo for Naomi Harris,"20,150.16 ",0.00 ,USD,1,,Vendredy Khloth,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129485,JE129485,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,"35,000.00 ",0.00 ,"35,000.00 ",AP Accrual - July 2025 Manual Accrual,AP Accrual - July 2025 Manual Accrual 2514,"35,000.00 ",0.00 ,USD,1,13200 MDR,Andy Lee,No
Jul 2025,SentinelOne Cybersecurity India Private Limited,JOURNAL129617,JE129617,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,4.04 ,0.00 ,4.04 ,India TDS Reclass Jul'25,Reclass of INV-2025-1954520,353.49 ,0.00 ,INR,0.0114158,43700 Enterprise Sales - APJ,Surya Teja Kanumuri,No
Jul 2025,"SentinelOne, Inc.",JOURNAL131457,JE131457,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,052.28 ",0.00 ,"1,052.28 ",July'25 - US Inactive Department Reclass,July'25 - US Inactive Department Reclass,"1,052.28 ",0.00 ,USD,1,,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL129480,JE129480,JE129479,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,250.00 ,(250.00),Brex July CC Accrual,Brex July CC Accrual,0.00 ,250.00 ,USD,1,42000 Channel Sales,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL129480,JE129480,JE129479,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,362.95 ,(362.95),Brex July CC Accrual,Brex July CC Accrual,0.00 ,362.95 ,USD,1,43400 MSSP Sales,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL129480,JE129480,JE129479,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"7,855.12 ","(7,855.12)",Brex July CC Accrual,Brex July CC Accrual,0.00 ,"7,855.12 ",USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"1,151.53 ",0.00 ,"1,151.53 ",Brex August CC Accrual,Brex August CC Accrual,"1,151.53 ",0.00 ,USD,1,42200 Channel Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,465.85 ,0.00 ,465.85 ,Brex August CC Accrual,Brex August CC Accrual,465.85 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"1,151.53 ",0.00 ,"1,151.53 ",Brex August CC Accrual,Brex August CC Accrual,"1,151.53 ",0.00 ,USD,1,44100 Unified Commercial - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,98.39 ,0.00 ,98.39 ,Brex August CC Accrual,Brex August CC Accrual,98.39 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"4,336.41 ",0.00 ,"4,336.41 ",Brex August CC Accrual,Brex August CC Accrual,"4,336.41 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141114,JE141114,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"4,000.00 ",0.00 ,"4,000.00 ",Brex August CC Accrual,Brex August CC Accrual,"4,000.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141394,JE141394,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,250.00 ,0.00 ,250.00 ,Brex - July Accrued Transactions - Reversed,Brex - July Accrued Transactions - Reversed,250.00 ,0.00 ,USD,1,42000 Channel Sales,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL141394,JE141394,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",Brex - July Accrued Transactions - Reversed,Brex - July Accrued Transactions - Reversed,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Aug 2025,"SentinelOne, Inc.",JOURNAL129484,JE129484,JE129483,Journal,"Creative Group, Inc.",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"284,433.00 ","(284,433.00)",AP Accrual - July 2025 Open PO accruals,AP Accrual - July 2025 Open PO accruals 18060-1,0.00 ,"284,433.00 ",USD,1,40100 Sales Management,Andy Lee,No
Aug 2025,"SentinelOne, Inc.",JOURNAL137240,JE137240,,Journal,Cvent Inc.,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,498.60 ",0.00 ,"1,498.60 ",,Amortization Destination,"1,498.60 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Andy Lee,Yes
Aug 2025,"SentinelOne, Inc.",VENDBILL57357,2000013317,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"284,433.00 ",0.00 ,"284,433.00 ","Coupa Invoice ID: 38871 - Creative Group, Inc.","President's Club 2025 - Remaining Balance - May 28-31, 2025","284,433.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9650,163108370,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,181.69 ,0.00 ,181.69 ,NADEL STORES #953,NADEL STORES #953,181.69 ,0.00 ,USD,1,43400 MSSP Sales,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9652,163108371,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,181.26 ,0.00 ,181.26 ,NADEL STORES #952,NADEL STORES #952,181.26 ,0.00 ,USD,1,43400 MSSP Sales,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9659,163241239,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,799.00 ,0.00 ,799.00 ,BLACK HAT USA,BLACK HAT USA,799.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9666,163241247,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,257.62 ",0.00 ,"2,257.62 ",FS *GRAND HOTEL TIMES,FS *GRAND HOTEL TIMES,"2,257.62 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9688,163370310,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,399.25 ",0.00 ,"2,399.25 ",BLACK HAT USA,BLACK HAT USA,"2,399.25 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",JOURNAL129486,JE129486,JE129485,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"35,000.00 ","(35,000.00)",AP Accrual - July 2025 Manual Accrual,AP Accrual - July 2025 Manual Accrual 2514,0.00 ,"35,000.00 ",USD,1,13200 MDR,Andy Lee,No
Aug 2025,"SentinelOne, Inc.",CARDRFND234,163510438,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"1,200.00 ","(1,200.00)",EB *2025 MSTUG MEMBERS,EB *2025 MSTUG MEMBERS,0.00 ,"1,200.00 ",USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDRFND234,163510438,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,350.00 ,(350.00),EB *2025 MSTUG MEMBERS,EB *2025 MSTUG MEMBERS,0.00 ,350.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9757,163637904,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,508.55 ",0.00 ,"2,508.55 ",VIVID SEATS *BACKSTREE,VIVID SEATS *BACKSTREE,"2,508.55 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9765,163700732,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,575.00 ",0.00 ,"1,575.00 ",GolfStatus Golf Event,GolfStatus Golf Event,"1,575.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9779,163885083,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,395.03 ",0.00 ,"1,395.03 ",SeatGeek_Tickets,SeatGeek_Tickets,"1,395.03 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9797,163996780,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,166.37 ",0.00 ,"3,166.37 ",ZUMA LAS VEGAS,ZUMA LAS VEGAS,"3,166.37 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9811,163996794,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,468.50 ",0.00 ,"2,468.50 ",TM *TICKETMASTER,TM *TICKETMASTER,"2,468.50 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9812,163996796,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,334.20 ,0.00 ,334.20 ,MGM KA THEATRE TKTS,MGM KA THEATRE TKTS,334.20 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9813,163996797,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,399.93 ,0.00 ,399.93 ,MGM KA THEATRE TKTS,MGM KA THEATRE TKTS,399.93 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9814,163996798,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,046.75 ",0.00 ,"1,046.75 ",AXS.COMSW LAS VEGAS,AXS.COMSW LAS VEGAS,"1,046.75 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9820,163996773,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,899.00 ,0.00 ,899.00 ,BLACK HAT USA,BLACK HAT USA,899.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9833,164168998,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,706.46 ",0.00 ,"1,706.46 ",EL DORADO CANTINA,EL DORADO CANTINA,"1,706.46 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9846,164168990,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,400.00 ,0.00 ,400.00 ,FROG AND THE PEACH,FROG AND THE PEACH,400.00 ,0.00 ,USD,1,42200 Channel Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9863,164291970,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,340.47 ,0.00 ,340.47 ,WEGMANS ONLINE SHOPPIN,WEGMANS ONLINE SHOPPIN,340.47 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9867,164291954,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,330.76 ",0.00 ,"1,330.76 ",FROG AND THE PEACH,FROG AND THE PEACH,"1,330.76 ",0.00 ,USD,1,42200 Channel Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9885,164415010,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,000.00 ",0.00 ,"4,000.00 ",LEVITY MEDIA LLC,LEVITY MEDIA LLC,"4,000.00 ",0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDRFND235,164451926,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,16.00 ,(16.00),FROG AND THE PEACH,FROG AND THE PEACH,0.00 ,16.00 ,USD,1,42200 Channel Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9920,164702788,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,468.00 ,0.00 ,468.00 ,FSP*AVALON GOLF CLUB,FSP*AVALON GOLF CLUB,468.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9947,164824870,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,750.00 ,0.00 ,750.00 ,EB *MAGNOLIA STATE TEC,EB *MAGNOLIA STATE TEC,750.00 ,0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9948,164824871,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,070.00 ",0.00 ,"2,070.00 ",The Event Group Incorp,The Event Group Incorp,"2,070.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9949,164824872,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,105.00 ",0.00 ,"3,105.00 ",The Event Group Incorp,The Event Group Incorp,"3,105.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9961,164824851,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,952.50 ,0.00 ,952.50 ,NADEL STORES #978,NADEL STORES #978,952.50 ,0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9981,165063268,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,500.00 ",0.00 ,"2,500.00 ",SP SWEETENS COVE GOL,SP SWEETENS COVE GOL,"2,500.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG9988,165147650,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,98.39 ,0.00 ,98.39 ,Staples Copy and Print,Staples Copy and Print,98.39 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10005,165291228,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,000.00 ",0.00 ,"1,000.00 ",RISE BRANDS INC,RISE BRANDS INC,"1,000.00 ",0.00 ,USD,1,44100 Unified Commercial - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10011,165413147,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,67.19 ,0.00 ,67.19 ,NADEL STORES #989,NADEL STORES #989,67.19 ,0.00 ,USD,1,40100 Sales Management,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10016,165413154,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,526.54 ,0.00 ,526.54 ,TST* PINS MECHANICAL C,TST* PINS MECHANICAL C,526.54 ,0.00 ,USD,1,42200 Channel Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10021,165413141,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,191.43 ",0.00 ,"3,191.43 ",NADEL STORES #987,NADEL STORES #987,"3,191.43 ",0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10033,165537084,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,34.72 ,0.00 ,34.72 ,AMAZON MARKETPLACE,AMAZON MARKETPLACE,34.72 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Aug 2025,"SentinelOne, Inc.",CARDCHRG10034,165537085,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,88.51 ,0.00 ,88.51 ,AMAZON MARKETPLACE,AMAZON MARKETPLACE,88.51 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
